"0,86300,41791,11932,2,0.01"
"0,86300,41993,12170,19,0.02"
"0,86300,42121,11993,25,0.03"
"0,86300,41591,12328,33,0.04"
"0,86300,42740,11540,44,0.05"
"0,86300,41784,12209,143,0.10"
"0,86300,42181,12043,64,0.06"
