"0,86300,43619,10837,12,0.01"
"0,86300,43701,10896,11,0.02"
"0,86300,43580,10918,29,0.03"
"0,86300,43346,10915,33,0.05"
"0,86300,43586,10803,2,0.001"
"0,86300,43119,10902,2,0.002"
"0,86300,43700,10813,2,0.003"
"0,86300,43487,10830,4,0.005"
"0,86300,43456,11004,22,0.008"
"0,86300,43483,11011,6,0.010"
"0,86300,43568,10996,22,0.020"
"0,86300,43397,10890,37,0.030"
"0,86300,43474,10910,67,0.050"
