0,100,43,6,0,
0,200,92,11,0,
0,300,143,19,0,
0,400,177,40,0,
0,500,204,68,0,
0,600,268,72,0,
0,700,326,73,0,
0,800,374,84,2,
0,900,425,99,2,
0,1000,476,110,2,
0,1100,512,132,2,
0,1200,560,139,2,
0,1300,622,140,2,
0,1400,678,141,2,
0,1500,738,148,2,
0,1600,766,179,2,
0,1700,820,189,2,
0,1800,861,211,2,
0,1900,909,221,2,
0,2000,966,228,4,
0,2100,1018,229,4,
0,2200,1073,234,4,
0,2300,1129,241,4,
0,2400,1178,246,4,
0,2500,1246,248,4,
0,2600,1278,266,6,
0,2700,1322,287,6,
0,2800,1370,300,6,
0,2900,1406,331,6,
0,3000,1465,337,8,
0,3100,1515,337,10,
0,3200,1577,342,10,
0,3300,1637,347,10,
0,3400,1678,363,12,
0,3500,1727,375,12,
0,3600,1765,395,12,
0,3700,1817,405,12,
0,3800,1870,408,12,
0,3900,1928,409,12,
0,4000,1951,441,12,
0,4100,1996,461,12,
0,4200,2055,475,12,
0,4300,2090,506,12,
0,4400,2120,539,12,
0,4500,2175,546,12,
0,4600,2238,555,12,
0,4700,2276,571,14,
0,4800,2328,590,18,
0,4900,2387,599,18,
0,5000,2451,604,18,
0,5100,2508,605,18,
0,5200,2565,612,18,
0,5300,2608,636,18,
0,5400,2625,669,18,
0,5500,2683,675,18,
0,5600,2733,676,18,
0,5700,2766,710,18,
0,5800,2792,743,18,
0,5900,2846,747,18,
0,6000,2913,748,18,
0,6100,2942,781,18,
0,6200,3002,786,18,
0,6300,3053,787,18,
0,6400,3095,818,18,
0,6500,3131,848,20,
0,6600,3180,858,20,
0,6700,3216,878,22,
0,6800,3238,909,22,
0,6900,3292,916,22,
0,7000,3348,917,22,
0,7100,3380,947,22,
0,7200,3441,951,22,
0,7300,3488,959,22,
0,7400,3527,983,22,
0,7500,3550,1017,22,
0,7600,3604,1019,22,
0,7700,3659,1020,22,
0,7800,3688,1055,22,
0,7900,3752,1061,22,
0,8000,3804,1071,22,
0,8100,3843,1093,22,
0,8200,3871,1125,22,
0,8300,3928,1128,22,
0,8400,3976,1129,22,
0,8500,4017,1150,22,
0,8600,4050,1183,22,
0,8700,4108,1185,22,
0,8800,4178,1186,22,
0,8900,4232,1189,22,
0,9000,4270,1208,22,
0,9100,4314,1219,22,
0,9200,4370,1230,22,
0,9300,4424,1234,22,
0,9400,4466,1244,22,
0,9500,4502,1268,22,
0,9600,4540,1293,22,
0,9700,4601,1294,22,
0,9800,4653,1298,22,
0,9900,4687,1326,22,
0,10000,4722,1360,22,
0,10100,4771,1370,22,
0,10200,4811,1393,22,
0,10300,4872,1394,22,
0,10400,4934,1399,22,
0,10500,4998,1401,24,
0,10600,5070,1403,24,
0,10700,5129,1410,24,
0,10800,5169,1422,24,
0,10900,5214,1435,24,
0,11000,5238,1469,24,
0,11100,5283,1487,24,
0,11200,5340,1499,24,
0,11300,5374,1531,24,
0,11400,5438,1537,24,
0,11500,5501,1547,24,
0,11600,5564,1550,24,
0,11700,5584,1583,24,
0,11800,5620,1607,24,
0,11900,5665,1613,24,
0,12000,5698,1642,24,
0,12100,5765,1645,24,
0,12200,5823,1648,24,
0,12300,5879,1649,24,
0,12400,5933,1654,24,
0,12500,5993,1667,24,
0,12600,6048,1672,24,
0,12700,6082,1702,24,
0,12800,6147,1707,24,
0,12900,6199,1709,24,
0,13000,6266,1714,24,
0,13100,6320,1716,26,
0,13200,6365,1737,26,
0,13300,6431,1742,26,
0,13400,6484,1769,26,
0,13500,6548,1776,26,
0,13600,6602,1783,26,
0,13700,6647,1805,26,
0,13800,6696,1809,26,
0,13900,6754,1812,26,
0,14000,6807,1813,26,
0,14100,6865,1823,26,
0,14200,6929,1825,26,
0,14300,6978,1834,26,
0,14400,7025,1849,26,
0,14500,7054,1875,26,
0,14600,7114,1884,26,
0,14700,7177,1886,26,
0,14800,7242,1892,26,
0,14900,7307,1900,26,
0,15000,7362,1904,26,
0,15100,7425,1905,26,
0,15200,7477,1908,26,
0,15300,7528,1924,26,
0,15400,7581,1931,26,
0,15500,7641,1937,26,
0,15600,7695,1939,26,
0,15700,7760,1946,26,
0,15800,7819,1952,26,
0,15900,7839,1983,26,
0,16000,7882,2003,26,
0,16100,7928,2012,26,
0,16200,7955,2047,26,
0,16300,7986,2080,26,
0,16400,8045,2085,26,
0,16500,8112,2086,26,
0,16600,8169,2088,26,
0,16700,8212,2108,26,
0,16800,8269,2120,26,
0,16900,8304,2149,26,
0,17000,8366,2155,26,
0,17100,8426,2163,26,
0,17200,8491,2166,26,
0,17300,8518,2198,26,
0,17400,8573,2217,26,
0,17500,8626,2225,26,
0,17600,8661,2254,26,
0,17700,8719,2259,26,
0,17800,8767,2266,26,
0,17900,8834,2270,26,
0,18000,8855,2307,28,
0,18100,8909,2314,28,
0,18200,8962,2315,28,
0,18300,9022,2319,28,
0,18400,9074,2322,30,
0,18500,9128,2324,30,
0,18600,9194,2324,32,
0,18700,9215,2360,32,
0,18800,9280,2362,32,
0,18900,9338,2363,34,
0,19000,9380,2395,34,
0,19100,9412,2424,34,
0,19200,9467,2428,34,
0,19300,9536,2429,34,
0,19400,9587,2432,36,
0,19500,9629,2453,36,
0,19600,9679,2463,36,
0,19700,9744,2465,36,
0,19800,9811,2472,36,
0,19900,9870,2480,36,
0,20000,9910,2503,36,
0,20100,9932,2537,36,
0,20200,9984,2547,36,
0,20300,10040,2548,36,
0,20400,10067,2583,36,
0,20500,10102,2612,38,
0,20600,10147,2622,38,
0,20700,10193,2643,38,
0,20800,10247,2646,38,
0,20900,10313,2647,40,
0,21000,10365,2648,40,
0,21100,10389,2681,40,
0,21200,10420,2713,40,
0,21300,10474,2721,40,
0,21400,10534,2724,40,
0,21500,10559,2763,40,
0,21600,10603,2783,40,
0,21700,10658,2787,40,
0,21800,10691,2818,42,
0,21900,10724,2849,42,
0,22000,10796,2850,42,
0,22100,10865,2851,42,
0,22200,10889,2882,42,
0,22300,10954,2891,44,
0,22400,11017,2894,44,
0,22500,11075,2906,44,
0,22600,11105,2936,46,
0,22700,11146,2946,46,
0,22800,11186,2966,46,
0,22900,11210,2996,48,
0,23000,11256,3016,48,
0,23100,11305,3023,48,
0,23200,11368,3030,48,
0,23300,11398,3063,48,
0,23400,11441,3071,48,
0,23500,11480,3095,48,
0,23600,11534,3100,48,
0,23700,11590,3105,48,
0,23800,11636,3114,48,
0,23900,11666,3148,48,
0,24000,11699,3184,48,
0,24100,11751,3191,48,
0,24200,11811,3192,48,
0,24300,11862,3199,50,
0,24400,11900,3222,52,
0,24500,11949,3232,54,
0,24600,11975,3262,54,
0,24700,12010,3294,54,
0,24800,12065,3302,54,
0,24900,12115,3324,54,
0,25000,12169,3331,54,
0,25100,12216,3352,54,
0,25200,12262,3362,54,
0,25300,12325,3365,54,
0,25400,12355,3397,54,
0,25500,12407,3403,54,
0,25600,12474,3404,54,
0,25700,12504,3438,54,
0,25800,12550,3457,54,
0,25900,12604,3465,54,
0,26000,12632,3494,54,
0,26100,12665,3524,54,
0,26200,12716,3526,54,
0,26300,12768,3535,54,
0,26400,12798,3565,54,
0,26500,12871,3567,54,
0,26600,12923,3568,54,
0,26700,12963,3601,54,
0,26800,13029,3607,54,
0,26900,13085,3609,54,
0,27000,13147,3610,54,
0,27100,13201,3618,54,
0,27200,13271,3623,54,
0,27300,13331,3624,54,
0,27400,13362,3657,54,
0,27500,13418,3660,54,
0,27600,13472,3662,54,
0,27700,13528,3671,54,
0,27800,13570,3690,54,
0,27900,13635,3692,56,
0,28000,13692,3693,56,
0,28100,13723,3728,56,
0,28200,13748,3759,56,
0,28300,13804,3764,56,
0,28400,13863,3766,56,
0,28500,13886,3797,56,
0,28600,13946,3803,56,
0,28700,13997,3804,56,
0,28800,14057,3807,56,
0,28900,14089,3838,58,
0,29000,14139,3845,58,
0,29100,14180,3867,58,
0,29200,14205,3899,58,
0,29300,14271,3910,58,
0,29400,14322,3911,58,
0,29500,14357,3944,58,
0,29600,14392,3975,60,
0,29700,14443,3979,62,
0,29800,14501,3990,62,
0,29900,14526,4021,62,
0,30000,14566,4038,62,
0,30100,14612,4049,62,
0,30200,14646,4077,62,
0,30300,14673,4108,65,
0,30400,14722,4116,65,
0,30500,14769,4141,65,
0,30600,14795,4170,65,
0,30700,14841,4188,67,
0,30800,14896,4200,67,
0,30900,14949,4211,67,
0,31000,15009,4215,67,
0,31100,15069,4223,67,
0,31200,15139,4224,67,
0,31300,15191,4226,67,
0,31400,15259,4230,67,
0,31500,15315,4231,67,
0,31600,15375,4236,67,
0,31700,15420,4263,69,
0,31800,15470,4275,69,
0,31900,15505,4299,69,
0,32000,15559,4302,69,
0,32100,15601,4322,69,
0,32200,15652,4331,69,
0,32300,15679,4360,69,
0,32400,15712,4389,69,
0,32500,15760,4402,69,
0,32600,15798,4423,69,
0,32700,15825,4456,69,
0,32800,15882,4467,69,
0,32900,15941,4468,69,
0,33000,15974,4501,69,
0,33100,16038,4503,69,
0,33200,16086,4515,69,
0,33300,16125,4536,69,
0,33400,16155,4563,71,
0,33500,16196,4584,71,
0,33600,16252,4591,71,
0,33700,16311,4593,71,
0,33800,16365,4599,71,
0,33900,16428,4602,71,
0,34000,16498,4603,71,
0,34100,16528,4633,71,
0,34200,16574,4643,71,
0,34300,16631,4649,73,
0,34400,16697,4657,73,
0,34500,16729,4686,73,
0,34600,16784,4688,73,
0,34700,16853,4689,73,
0,34800,16879,4718,75,
0,34900,16919,4741,75,
0,35000,16966,4751,75,
0,35100,17004,4779,77,
0,35200,17027,4809,77,
0,35300,17085,4811,77,
0,35400,17144,4812,77,
0,35500,17192,4824,79,
0,35600,17241,4844,79,
0,35700,17294,4854,79,
0,35800,17357,4864,79,
0,35900,17397,4897,79,
0,36000,17455,4905,79,
0,36100,17496,4929,79,
0,36200,17528,4963,79,
0,36300,17589,4970,79,
0,36400,17646,4972,79,
0,36500,17711,4976,79,
0,36600,17742,5004,79,
0,36700,17800,5012,79,
0,36800,17843,5029,81,
0,36900,17896,5034,81,
0,37000,17943,5051,81,
0,37100,17987,5060,81,
0,37200,18017,5091,81,
0,37300,18074,5095,83,
0,37400,18122,5106,83,
0,37500,18162,5127,83,
0,37600,18215,5138,83,
0,37700,18255,5157,83,
0,37800,18297,5166,83,
0,37900,18365,5174,83,
0,38000,18404,5197,85,
0,38100,18447,5205,85,
0,38200,18484,5230,85,
0,38300,18514,5262,85,
0,38400,18564,5275,85,
0,38500,18615,5277,85,
0,38600,18676,5283,85,
0,38700,18741,5291,85,
0,38800,18789,5300,85,
0,38900,18836,5322,85,
0,39000,18892,5328,85,
0,39100,18944,5346,85,
0,39200,19001,5347,85,
0,39300,19046,5377,85,
0,39400,19075,5413,85,
0,39500,19125,5416,85,
0,39600,19192,5418,85,
0,39700,19220,5443,85,
0,39800,19261,5468,85,
0,39900,19310,5478,85,
0,40000,19342,5510,85,
0,40100,19385,5530,85,
0,40200,19444,5542,85,
0,40300,19480,5565,85,
0,40400,19533,5572,85,
0,40500,19590,5584,85,
0,40600,19634,5592,85,
0,40700,19662,5627,85,
0,40800,19723,5632,87,
0,40900,19774,5642,87,
0,41000,19815,5663,89,
0,41100,19838,5691,89,
0,41200,19905,5700,89,
0,41300,19957,5708,89,
0,41400,20006,5734,91,
0,41500,20033,5765,91,
