71,1,000017,5.25,18.8416,21
76,2,000015,-1.75,-23.6432,21
95,3,000079,-1.75,-29.2673,21
193,4,000140,55.2155,-1.75,21
351,5,000118,-1.75,-26.5884,21
353,6,000190,5.25,21.7599,21
359,7,000192,5.25,27.4043,21
434,8,000164,26.208,-5.25,21
466,9,000297,29.701,-1.75,21
530,10,000340,-5.25,-29.6616,21
603,11,000388,27.9876,-1.75,21
682,12,000443,-5.25,-29.8042,21
704,13,000384,-28.3327,5.25,51
708,14,000407,20.54,-1.75,21
714,15,000414,33.4237,-1.75,21
718,16,000415,27.1927,-5.25,21
841,17,000494,18.841,-1.75,21
846,18,000495,24.6911,-5.25,21
853,19,000491,-30.9185,1.75,51
863,20,000499,24.3557,-5.25,21
919,21,000547,5.25,25.5573,21
921,22,000511,-1.75,-44.5447,21
955,23,000620,-1.75,-32.2621,21
981,24,000584,18.8405,-5.25,21
1008,25,000588,17.1962,-1.75,21
1055,26,000631,-1.75,-19.6523,21
1071,27,000614,1.75,26.964,21
1073,28,000635,-5.25,-25.1928,21
1158,29,000747,28.3077,-1.75,21
1160,30,000669,-29.9865,5.25,51
1276,31,000755,19.3976,-5.25,21
1367,32,000892,-5.25,-29.0194,21
1367,33,000891,-1.75,-29.2595,21
1405,34,000863,-32.4771,1.75,51
1489,35,000874,1.75,19.3831,21
1491,36,000879,1.75,21.4801,21
1493,37,000884,1.75,22.5199,21
1587,38,001040,29.4421,-5.25,21
1625,39,001014,-5.25,-29.8792,21
1686,40,001051,23.7357,-1.75,21
1781,41,001109,5.25,28.305,21
1802,42,001177,1.75,27.7424,21
1858,43,001217,29.317,-5.25,21
1897,44,001079,-1.75,-17.551,21
2008,45,001321,-30.1352,1.75,51
2011,46,001241,19.956,-1.75,21
2033,47,001282,-5.25,-21.7054,21
2040,48,001288,-5.25,-25.9759,21
2081,49,001358,1.75,28.8121,21
2264,50,001420,29.5893,-5.25,21
2266,51,001421,28.274,-1.75,21
2325,52,001470,1.75,18.1184,21
2355,53,001553,5.25,27.5575,21
2453,54,001562,5.25,21.7597,21
2502,55,001648,1.75,29.3985,21
2595,56,001652,1.75,23.7184,21
2627,57,001718,5.25,29.9427,21
2710,58,001766,32.7633,-1.75,21
2777,59,001807,-5.25,-28.9036,21
2813,60,001703,-29.3428,5.25,22
2902,61,001874,-1.75,-27.8661,21
3041,62,001964,1.75,43.0362,21
3055,63,001976,1.75,29.7342,21
3153,64,001905,-1.75,-21.6374,21
3201,65,002062,-5.25,-29.3551,21
3361,66,002123,-24.2983,5.25,51
3368,67,001925,24.8992,-1.75,21
3451,68,002174,1.75,29.4828,21
3453,69,002083,-5.25,-25.1924,21
3501,70,002128,-24.298,1.75,51
3602,71,002314,1.75,21.6476,21
3613,72,002328,1.75,40.9184,21
3619,73,002332,5.25,28.1201,21
3621,74,002335,5.25,27.9231,21
3624,75,002338,5.25,28.5206,21
3652,76,002297,-29.7635,5.25,51
3664,77,002365,-35.4417,1.75,51
3860,78,002354,1.75,25.1934,21
3991,79,002506,1.75,14.6224,21
4012,80,002517,5.25,28.4761,21
4136,81,002617,-5.25,-24.843,21
4138,82,002589,5.25,25.4784,21
4156,83,002630,-5.25,-24.0161,21
4165,84,002686,-1.75,-28.1534,21
4169,85,002691,-1.75,-27.8497,21
4227,86,002678,26.8744,-5.25,21
