"3:54:50,86400,65321,16280,28,0.001"
"4:3:49,86400,65103,16566,78,0.002"
"4:12:24,86400,65437,16508,84,0.003"
"4:18:22,59900,45238,11473,102,0.005"
"4:22:29,40700,30441,7825,103,0.008"
"4:25:29,29500,22578,5563,102,0.010"
"4:27:17,17900,13458,3460,102,0.020"
"4:28:31,12300,9183,2283,106,0.030"
"4:29:11,6700,5082,1277,102,0.050"
"4:29:22,1800,1320,314,105,0.100"
